SpcID	Growth_Form	Life_span_	Dispersal	Seed_size	Regeneration	plant_height	time_to_first_flower	distribution	fire.recruiters	Mycorrhizal_status	Alien
Senecio_pinnulatus	e	a	w	s	s	s	NA	o	NA	NA	NA
Senecio_pterophorus	h	b	w	s	s	s	2	e	NA	NA	1
Senecio_pubigerus	h	b	w	s	s	s	2	re	NA	NA	NA
Senecio_purpureus	h	a	w	s	s	s	NA	o	NA	NA	NA
Senecio_repandus	h	p	w	s	s	s	NA	re	NA	VAM	NA
Senecio_rigidus	h	b	w	s	s	s	2	re	NA	NA	NA
Senecio_rosmarinifolius	h	p	w	s	NA	s	NA	o	NA	NA	NA
Senecio_scapiflorus	h	p	w	s	s	s	NA	o	NA	NA	NA
Senecio_sp2	h	u	w	s	s	s	NA	u	NA	NA	NA
Senecio_subcanescens	h	p	w	s	s	s	2	re	NA	NA	NA
Senecio_triqueter	e	p	w	s	s	s	2	re	NA	NA	NA
Senecio_umbellatus	h	b	w	s	s	s	1	re	NA	NA	NA
Seriphium_cinereum	e	p	w	s	s	s	2	re	NA	NA	NA
Seriphium_plumosum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Serruria_villosa	t	p	m	b	s	s	3	le	fsg	NA	NA
Sideroxylon_inerme	t	p	v	b	es	b	3	o	n	NA	NA
Silene_aethiopica	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Silene_bellidioides	h	NA	NA	NA	s	s	NA	e	u	NA	NA
Silene_cretica	h	a	NA	NA	s	s	NA	e	u	NA	1
Silene_pilosellifolia	h	p	NA	NA	s	s	1	o	u	NA	NA
Silene_sp1	h	u	u	u	s	s	NA	u	u	NA	NA
Silene_undulata	h	p	NA	s	s	s	1	o	u	ABS	NA
Solanum_africanum	h	a	v	b	s	s	NA	e	NA	NA	1
Solanum_americanum	h	a	v	s	s	s	NA	o	NA	NA	NA
Solanum_mauritianum	t	p	v	b	s	b	NA	e	NA	NA	1
Solanum_retroflexum	h	a	v	s	s	s	NA	o	NA	NA	1
Solanum_sp2	h	u	u	u	s	s	NA	e	NA	NA	NA
Sonchus_asper	h	a	w	s	s	s	1	e	NA	NA	1
Sonchus_oleraceus	h	a	w	s	s	s	1	e	NA	NA	1
Sonchus_sp1	h	a	w	s	s	s	1	e	NA	NA	NA
Soroveta_ambigua	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Spergularia_media	b	a	w	s	es	s	1	e	u	NA	1
Spiloxene_capensis	b	p	NA	NA	us	s	1	re	NA	NA	NA
Spiloxene_sp1	b	p	NA	u	us	s	1	u	NA	NA	NA
Sporobolus_africanus	g	p	p	s	s	s	1	o	u	NA	NA
Staavia_radiata	e	p	m	s	es	s	2	re	NA	VAM	NA
Staberoha_banksii	g	p	p	s	es	s	NA	re	NA	NA	NA
Staberoha_cernua	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Staberoha_distachyos	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Stachys_aethiopica	h	a	p	s	s	s	1	o	NA	NA	NA
Stachys_arvensis	h	p	p	s	s	s	1	re	NA	NA	1
Stenotaphrum_secundatum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Stilbe_ericoides	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Stilbe_vestita	e	p	m	b	es	s	NA	re	NA	NA	NA
Stilbe_vestita	e	p	w	s	s	s	2	NA	NA	NA	NA
Stipagrostis_zeyheri	g	p	p	s	es	s	1	o	fsf,fsg	VAM	NA
Stoebe_aethiopica	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Stoebe_capitata	e	p	w	s	s	s	2	o	NA	NA	NA
Stoebe_cyathuloides	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Stoebe_fusca	e	p	w	s	s	s	2	re	NA	NA	NA
Stoebe_plumosa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Stoebe_sp1	e	p	w	s	s	s	2	u	NA	NA	NA
Struthiola_argentea	h	p	NA	s	s	s	NA	o	NA	NA	NA
Struthiola_ciliata	h	p	NA	s	s	s	NA	o	NA	NA	NA
Struthiola_dodecandra	h	p	NA	s	s	s	NA	re	NA	NA	NA
Struthiola_sp2	h	p	u	u	s	s	NA	o	NA	NA	NA
Struthiola_striata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Sutera_sp2	h	a	u	u	s	s	NA	o	NA	NA	NA
Sutera_tomentosa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Syncarpha_canescens	h	p	w	s	s	s	2	o	NA	NA	NA
Syncarpha_gnaphaloides	h	p	w	s	s	s	2	re	NA	NA	NA
Syncarpha_speciosissima	h	p	w	s	s	s	2	re	NA	NA	NA
Syncarpha_vestita	h	p	w	s	s	s	2	re	NA	NA	NA
Taraxacum_campylodes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tarchonanthus_camphoratus	t	p	w	s	es	b	2	o	NA	NA	NA
Tarchonanthus_littoralis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Teedia_lucida	h	NA	v	b	NA	s	NA	o	NA	NA	NA
Tenaxia_stricta	g	p	w	s	es	s	1	o	fsf,fsg	NA	NA
Tephrosia_capensis	h	NA	p	b	NA	s	NA	o	fsg	NA	NA
Tetragonia_fruticosa	h	p	w	b	s	s	2	o	fsg	ABS	NA
Tetraria_autumnalis	g	p	u	s	us	s	NA	le	NA	NA	NA
Tetraria_brachyphylla	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tetraria_bromoides	g	p	u	s	us	s	NA	re	NA	NA	NA
Tetraria_capillacea	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tetraria_compar	g	p	u	s	us	s	NA	re	NA	NA	NA
Tetraria_cuspidata	g	p	u	s	us	s	NA	o	NA	NA	NA
Tetraria_exilis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tetraria_eximia	g	p	u	b	us	s	NA	re	NA	NA	NA
Tetraria_fasciata	g	p	u	s	us	s	NA	re	NA	NA	NA
Tetraria_fimbriolata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tetraria_flexuosa	g	p	u	s	us	s	NA	re	NA	NA	NA
Tetraria_involucrata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tetraria_microstachys	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tetraria_pleosticha	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tetraria_sp2	g	p	u	u	us	s	NA	re	NA	NA	NA
Tetraria_sylvatica	g	p	u	s	us	s	NA	re	NA	NA	NA
Tetraria_thermalis	g	p	p	b	us	s	2	re	NA	NA	NA
Tetraria_ustulata	g	p	u	b	us	s	NA	o	NA	NA	NA
Thamnochortus_erectus	g	p	w	s	us	s	NA	re	NA	NA	NA
Thamnochortus_fruticosus	g	p	w	s	us	s	NA	o	NA	NA	NA
Thamnochortus_gracilis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Thamnochortus_lucens	g	p	w	s	us	s	NA	re	NA	NA	NA
Thamnochortus_obtusus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Thamnochortus_sp5	g	p	w	s	us	s	NA	u	NA	NA	NA
Thamnochortus_sporadicus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Themeda_triandra	g	p	p	b	us	s	1	o	fsf,fsg	ENDO	NA
Thereianthus_bracteolatus	b	p	w	s	us	s	1	re	NA	NA	NA
Thesidium_fragile	h	p	p	s	s	s	2	o	fsg	NA	NA
Thesium_acuminatum	h	p	p	s	s	s	2	re	fsg	NA	NA
Thesium_aggregatum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Thesium_capitatum	h	p	m	b	s	s	2	re	fsg	NA	NA
Thesium_carinatum	h	p	m	b	s	s	2	re	fsg	NA	NA
Thesium_densiflorum	h	p	m	b	s	s	2	re	fsg	ABS	NA
Thesium_funale	h	p	p	s	s	s	2	re	fsg	NA	NA
Thesium_pubescens	h	p	m	b	s	s	2	re	fsg	NA	NA
Thesium_sp3	h	p	p	u	s	s	2	re	fsg	NA	NA
Thesium_strictum	h	p	m	b	s	s	NA	o	fsg	ABS	NA
Thesium_subnudum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Thesium_virgatum	h	p	m	b	s	s	NA	re	fsg	NA	NA
Thesium_viridifolium	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Thunbergiella_filiformis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Todea_barbara	o	a	NA	NA	NA	NA	NA	o	NA	NA	NA
Torilis_arvensis	h	a	p	b	u	s	NA	o	NA	VAM	1
Trachyandra_brachypoda	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Trachyandra_ciliata	b	p	p	b	us	s	1	o	NA	VAM	NA
Trachyandra_hirsuta	b	p	p	s	us	s	1	re	NA	NA	NA
Trachyandra_hirsutiflora	b	p	p	b	us	s	1	re	NA	NA	NA
Trachyandra_revoluta	b	p	p	NA	us	s	1	o	NA	NA	NA
Trachyandra_sabulosa	b	p	p	s	us	s	1	re	NA	NA	NA
Trachyandra_scabra	b	p	p	s	us	s	1	re	NA	NA	NA
Trachyandra_sp7	b	p	p	u	us	s	1	u	NA	NA	NA
Trachyandra_tabularis	b	a	p	b	us	s	1	re	NA	VAM	NA
Treichelia_longibracteata	h	p	p	b	s	s	1	re	NA	NA	NA
Tribolium_hispidum	g	p	p	s	us	s	1	o	u	NA	NA
Tribolium_uniolae	g	p	p	s	us	s	1	o	u	VAM	NA
Trichocephalus_stipularis	e	p	m	b	es	s	NA	re	NA	NA	NA
Trichogyne_ambigua	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Trifolium_angustifolium	h	NA	NA	NA	s	s	NA	e	NA	NA	1
Trifolium_campestre	h	p	v	NA	s	s	1	e	NA	NA	1
Triglochin_bulbosa	b	p	p	b	us	s	1	o	u	NA	NA
Tripteris_clandestina	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tritoniopsis_antholyza	b	p	w	b	us	s	1	re	NA	NA	NA
Tritoniopsis_dodii	b	p	w	b	us	s	1	re	NA	NA	NA
Tritoniopsis_parviflora	b	p	w	b	us	s	1	re	NA	NA	NA
Tritoniopsis_sp2	b	p	w	b	us	s	1	re	NA	NA	NA
Tritoniopsis_triticea	b	p	w	b	us	s	1	re	NA	NA	NA
Tritoniopsis_unguicularis	b	p	w	b	us	s	1	re	NA	NA	NA
Typha_capensis	o	p	NA	NA	NA	b	NA	o	NA	NA	NA
Unknown_sp1	u	u	u	u	u	u	u	u	u	NA	NA
Unknown_sp2	u	u	u	u	u	u	u	u	u	NA	NA
Ursinia_anthemoides	h	b	w	b	s	s	1	o	NA	VAM	NA
Ursinia_chrysanthemoides	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ursinia_dentata	h	b	w	s	s	s	1	re	NA	NA	NA
Ursinia_paleacea	h	b	w	b	s	s	1	re	NA	NA	NA
Ursinia_sp2	h	b	w	b	s	s	1	u	NA	NA	NA
Vellereophyton_dealbatum	h	b	w	s	s	s	1	o	NA	NA	NA
Vellerophyton_dealbatum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vicia_hirsuta	h	a	p	s	s	s	1	e	u	NA	1
Virgilia_oroboides	t	p	p	b	s	b	NA	re	NA	VAM	NA
Viscum_capense	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Wachendorfia_multiflora	b	p	w	NA	us	s	1	o	NA	NA	NA
Wachendorfia_paniculata	b	p	w	b	us	s	1	re	NA	NA	NA
Wachendorfia_paniculata	b	p	w	b	us	s	1	o	NA	VAM	NA
Wachendorfia_paniculata	h	NA	p	s	s	s	NA	re	NA	NA	NA
Wachendorfia_sp1	b	p	w	u	us	s	1	u	NA	NA	NA
Wahlenbergia_capensis	h	a	p	NA	s	s	NA	re	NA	VAM	NA
Wahlenbergia_cernua	h	a	p	s	s	s	NA	re	NA	NA	NA
Wahlenbergia_exilis	h	NA	p	NA	s	s	NA	re	NA	NA	NA
Wahlenbergia_longifolia	h	a	p	s	s	s	NA	re	NA	NA	NA
Wahlenbergia_obovata	h	NA	p	NA	s	s	NA	re	NA	NA	NA
Wahlenbergia_sp1	h	NA	p	NA	s	s	NA	u	NA	NA	NA
Wahlenbergia_tenella	h	p	p	s	s	s	NA	o	NA	NA	NA
Wahlenbergia_tenella	h	p	p	NA	s	s	NA	o	NA	NA	NA
Watsonia_borbonica	b	p	w	b	us	s	1	re	NA	NA	NA
Watsonia_sp2	b	p	w	b	us	s	1	re	NA	NA	NA
Watsonia_tabularis	b	p	w	b	us	s	1	re	NA	NA	NA
Widdringtonia_nodiflora	t	p	p	b	es	b	2	o	NA	ENDO	NA
Willdenowia_cannamois	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Willdenowia_glomerata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Willdenowia_incurvata	g	p	m	b	us	s	NA	o	NA	ABS	NA
Willdenowia_sp2	g	p	m	b	us	s	NA	re	NA	NA	NA
Willdenowia_teres	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Zaluzianskya_capensis	h	a	p	b	s	s	NA	o	NA	NA	NA
Zaluzianskya_divaricata	h	a	p	b	s	s	NA	re	NA	VAM	NA
Zaluzianskya_sp1	h	a	u	u	s	s	NA	o	NA	NA	NA
Zaluzianskya_villosa	h	a	p	s	s	s	NA	re	NA	NA	NA
Zantedeschia_aethiopica	b	p	v	b	us	s	2	o	u	VAM	NA
Zygophyllum_flexuosum	h	p	m	b	s	s	NA	re	NA	ABS	NA
Zygophyllum_fulvum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Zygophyllum_sp1	h	p	m	b	s	s	NA	re	NA	NA	NA
Zyrphelis_taxifolia	h	b	w	s	s	s	1	re	NA	NA	NA
