SpcID	Growth_Form	Life_span_	Dispersal	Seed_size	Regeneration	plant_height	time_to_first_flower	distribution	fire.recruiters	Mycorrhizal_status	Alien
Cynodon_dactylon	g	p	p	s	us	s	1	o	u	NA	NA
Cynosurus_echinatus	g	a	p	s	s	s	1	e	u	NA	1
Cyperaceae_sp10	g	u	u	u	us	s	2	u	u	NA	NA
Cyperaceae_sp11	g	u	u	u	us	s	2	u	u	NA	NA
Cyperaceae_sp3	g	u	u	u	us	s	2	u	u	NA	NA
Cyperaceae_sp4	g	u	u	u	us	s	2	u	u	NA	NA
Cyperaceae_sp8	g	u	u	u	us	s	2	u	u	NA	NA
Cyperaceae_sp9	g	u	u	u	us	s	2	u	u	NA	NA
Cyperus_denudatus	g	p	p	u	us	s	1	o	u	NA	NA
Cyperus_thunbergii	g	p	u	u	us	s	2	o	u	NA	NA
Cyphia_bulbosa	b	p	p	s	us	s	1	re	fsf	NA	NA
Cyphia_digitata	b	p	p	s	us	s	1	re	u	NA	NA
Cyphia_incisa	b	p	p	s	us	s	1	re	u	NA	NA
Cysticapnos_vesicaria	h	p	p	b	s	s	2	o	u	NA	NA
Dasispermum_hispidum	h	a	p	s	u	s	1	re	u	NA	NA
Dasispermum_suffruticosum	h	p	p	s	us	s	2	re	u	NA	NA
Datura_stramonium	h	a	p	s	s	s	1	e	n	NA	1
Diascia_elongata	h	a	w	s	s	s	1	re	u	NA	NA
Diascia_sp1	h	a	u	u	s	s	1	re	u	NA	NA
Diastella_divaricata	t	p	m	s	s	s	2	re	fsg	NA	NA
Dicerothamnus_rhinocerotis	e	p	w	s	s	s	3	re	fsg	NA	NA
Dilatris_pillansii	b	p	w	b	us	s	1	re	u	NA	NA
Dilatris_viscosa	b	p	w	b	us	s	1	re	u	NA	NA
Dimorphotheca_nudicaulis	h	p	w	b	s	s	1	re	u	NA	NA
Dimorphotheca_pluvialis	h	a	w	b	s	s	1	o	u	VAM	NA
Diosma_hirsuta	e	p	m	b	es	s	2	re	fsg	NA	NA
Diosma_oppositifolia	e	p	m	b	es	s	2	re	fsg	NA	NA
Diosma_sp1	e	p	m	b	es	s	2	re	fsg	NA	NA
Diospyros_glabra	t	p	v	b	es	b	2	re	u	VAM	NA
Dipogon_lignosus	h	p	p	b	s	s	2	o	u	NA	NA
Disa_bracteata	b	p	p	s	us	s	1	o	u	NA	NA
Disa_cornuta	b	p	p	s	us	s	1	re	u	NA	NA
Disa_densiflora	b	p	p	s	us	s	2	re	u	NA	NA
Disa_ferruginea	b	p	p	s	us	s	1	re	u	NA	NA
Disa_racemosa	b	p	p	s	us	s	1	o	fsf	NA	NA
Disa_sp2	b	p	u	s	us	s	2	o	u	NA	NA
Dischisma_arenarium	h	a	p	s	s	s	1	re	u	NA	NA
Dischisma_ciliatum	h	p	p	s	s	s	2	re	u	NA	NA
Dischisma_sp3	h	u	u	u	s	s	1	u	u	NA	NA
Disparago_anomala	e	p	w	s	s	s	2	re	u	NA	NA
Disparago_ericoides	e	p	w	s	s	s	2	re	u	NA	NA
Disparago_laxifolia	e	p	w	s	s	s	2	re	u	NA	NA
Dittrichia_graveolens	h	p	w	s	s	s	1	e	n	u	1
Drimia_elata	b	p	p	b	us	s	1	o	u	NA	NA
Drimia_sp2	b	p	u	u	us	s	1	u	u	NA	NA
Drosanthemum_hispidum	h	p	p	s	s	s	2	o	u	NA	NA
Drosanthemum_stokoei	h	p	p	s	s	s	2	le	fsg	NA	NA
Drosera_aliciae	h	p	p	s	s	s	2	o	u	NA	NA
Drosera_capensis	h	p	p	s	s	s	2	re	u	NA	NA
Drosera_cistiflora	h	p	p	s	s	s	2	o	u	NA	NA
Drosera_trinervia	h	p	p	s	s	s	2	o	u	NA	NA
Edmondia_sesamoides	e	p	w	s	s	s	2	re	u	NA	NA
Ehrharta_bulbosa	g	p	p	s	us	s	1	re	fsf,fsg	NA	NA
Ehrharta_calycina	g	b	p	s	es	s	1	o	fsf,fsg	VAM	NA
Ehrharta_capensis	g	p	p	s	us	s	1	re	fsf,fsg	NA	NA
Ehrharta_erecta	g	p	p	s	s	s	1	o	fsf,fsg	NA	NA
Ehrharta_longifolia	g	p	p	s	us	s	1	re	fsf,fsg	NA	NA
Ehrharta_ottonis	g	p	p	s	us	s	1	re	fsf,fsg	NA	NA
Ehrharta_ramosa	g	p	p	s	s	s	1	re	fsf,fsg	NA	NA
Ehrharta_rehmannii	g	p	p	s	s	s	1	re	fsf,fsg	NA	NA
Ehrharta_rupestris	g	p	p	s	s	s	1	re	fsf,fsg	NA	NA
Ehrharta_setacea	g	p	p	s	s	s	1	re	fsf,fsg	NA	NA
Ehrharta_sp4	g	p	u	u	u	s	1	o	fsf,fsg	NA	NA
Ehrharta_villosa	g	p	p	s	us	s	1	re	fsf,fsg	ABS	NA
Elegia_asperiflora	g	p	p	s	us	s	2	o	fsg	NA	NA
Elegia_coleura	g	p	p	s	us	s	2	re	fsg	NA	NA
Elegia_deusta	g	p	p	s	s	s	3	re	fsg	NA	NA
Elegia_ebracteata	g	p	p	s	s	s	3	re	fsg	NA	NA
Elegia_filacea	g	p	p	s	s	s	3	re	fsg	NA	NA
Elegia_juncea	g	p	p	s	us	s	2	re	fsg	NA	NA
Elegia_racemosa	g	p	p	s	us	s	2	re	fsg	NA	NA
Elegia_sp4	g	p	p	s	us	s	2	u	fsg	NA	NA
Elegia_stipularis	g	p	p	s	s	s	3	re	fsg	NA	NA
Elegia_thyrsifera	g	p	p	s	us	s	2	re	fsg	NA	NA
Elegia_vaginulata	g	p	p	s	us	s	2	re	fsg	NA	NA
Elytropappus_scaber	e	p	w	s	s	s	2	re	fsg	NA	NA
Epilobium_tetragonum	h	p	w	s	s	s	1	e	n	NA	1
Epischoenus_gracilis	g	p	u	s	us	s	1	re	n	NA	NA
Epischoenus_sp1	g	p	u	u	us	s	1	u	u	NA	NA
Epischoenus_villosus	g	p	u	s	us	s	1	re	n	NA	NA
Eragrostis_capensis	g	p	p	s	us	s	1	re	n	NA	NA
Eragrostis_curvula	g	p	p	s	us	s	1	re	n	NA	NA
Eragrostis_sp1	g	p	u	u	u	s	1	o	u	NA	NA
Erepsia_anceps	h	b	p	s	s	s	2	re	fsg	NA	NA
Erepsia_bracteata	h	b	p	s	s	s	2	re	fsg	NA	NA
Erepsia_sp6	h	b	p	s	s	s	2	re	fsg	NA	NA
Erica_abietina	e	p	p	s	s	s	3	re	fsg	NA	NA
Erica_amoena	e	p	p	s	s	s	3	le	fsg	NA	NA
Erica_baccans	e	p	p	s	s	b	3	le	fsg	NA	NA
Erica_cerinthoides	e	p	p	s	es	s	1	o	fsg	ERIC	NA
Erica_coccinea	e	p	p	s	s	s	3	re	fsg	NA	NA
Erica_corifolia	e	p	p	s	s	s	3	re	fsg	NA	NA
Erica_curviflora	e	p	p	s	s	b	3	re	fsg	NA	NA
Erica_ericoides	e	p	p	s	s	s	3	re	fsg	NA	NA
Erica_glabella	e	p	p	s	s	s	3	re	fsg	NA	NA
Erica_hirta	e	p	p	s	s	s	3	re	fsg	NA	NA
Erica_hirtiflora	e	p	p	s	s	s	3	le	fsg	NA	NA
Erica_hispidula	e	p	p	s	s	b	3	re	fsg	NA	NA
Erica_imbricata	e	p	p	s	s	s	3	re	fsg	NA	NA
Erica_labialis	e	p	p	s	s	s	3	re	fsg	NA	NA
Erica_laeta	e	p	p	s	s	s	3	re	fsg	NA	NA
Erica_limosa	e	p	p	s	s	s	3	le	fsg	NA	NA
Erica_lutea	e	p	p	s	s	s	3	re	fsg	NA	NA
Erica_mammosa	e	p	p	s	es	b	1	re	fsg	NA	NA
Erica_mucronata	e	p	p	s	s	s	3	re	fsg	NA	NA
Erica_multumbellifera	e	p	p	s	s	s	3	re	fsg	NA	NA
Erica_muscosa	e	p	p	s	s	b	3	re	fsg	NA	NA
Erica_nudiflora	e	p	p	s	es	s	3	re	fsg	NA	NA
Erica_parviflora	e	p	p	s	s	s	3	re	fsg	NA	NA
Erica_physodes	e	p	p	s	s	s	3	le	fsg	NA	NA
Erica_plukenetii	e	p	p	s	s	b	3	o	fsg	NA	NA
Erica_pulchella	e	p	p	s	s	s	3	re	fsg	NA	NA
Erica_sessiliflora	e	p	p	s	s	b	3	re	fsg	NA	NA
Erica_similis	e	p	p	s	s	s	3	re	fsg	NA	NA
Erica_sp19	e	p	p	s	s	s	3	u	fsg	NA	NA
Erica_sp21	e	p	p	s	s	s	3	u	fsg	NA	NA
Erica_sp23	e	p	p	s	s	s	3	u	fsg	NA	NA
Erica_sp24	e	p	p	s	s	s	3	u	fsg	NA	NA
Erica_sp25	e	p	p	s	s	s	3	u	fsg	NA	NA
Erica_sp26	e	p	p	s	s	s	3	u	fsg	NA	NA
Erica_sp27	e	p	p	s	s	s	3	u	fsg	NA	NA
Erica_sp28	e	p	p	s	s	s	3	u	fsg	NA	NA
Erica_sp29	e	p	p	s	s	s	3	u	fsg	NA	NA
Erica_sp30	e	p	p	s	s	s	3	u	fsg	NA	NA
Erica_subcapitata	e	p	p	s	s	s	3	le	fsg	NA	NA
Erica_tenuifolia	e	p	p	s	s	s	3	re	fsg	NA	NA
Erica_tristis	e	p	p	s	s	b	3	re	fsg	NA	NA
Erica_vagans	e	p	p	s	s	s	3	le	fsg	NA	NA
Erica_verticillata	e	p	p	s	s	s	3	le	fsg	NA	NA
Erica_viscaria	e	p	p	s	s	s	3	re	fsg	NA	NA
Ericoid_sp1	e	p	p	s	s	s	3	u	fsg	NA	NA
Erigeron_bonariensis	h	a	w	s	s	s	1	e	n	NA	1
Eriospermum_capense	b	p	w	s	us	s	1	re	u	NA	NA
Erodium_sp1	h	a	w	u	s	s	1	e	u	NA	1
Eucalyptus_lehmannii	t	p	p	s	es	b	3	e	u	NA	1
Eucalyptus_sp3	t	p	p	u	es	b	3	e	u	NA	1
Euclea_racemosa	t	p	p	b	es	b	1	o	n	NA	NA
Euphorbia_erythrina	h	p	p	b	es	s	1	o	u	NA	NA
Euphorbia_foliosa	h	p	p	b	es	s	2	re	u	NA	NA
Euphorbia_genistoides	h	p	p	b	es	s	2	re	u	NA	NA
Euphorbia_maculata	h	p	p	s	s	s	1	e	u	NA	1
Euphorbia_peplus	h	b	p	s	s	s	1	e	u	NA	1
Euphorbia_silenifolia	b	p	p	b	us	s	1	o	u	NA	NA
Euphorbia_sp1	h	p	p	u	u	s	2	u	u	NA	NA
Euphorbia_tuberosa	b	p	p	b	us	s	1	o	u	NA	NA
Euryops_abrotanifolius	h	p	m	s	s	s	3	re	fsg	NA	NA
Euryops_chrysanthemoides	h	p	m	b	s	s	2	re	fsg	NA	NA
Fabaceae_sp1	u	u	p	u	u	s	u	u	u	NA	NA
Fagelia_bituminosa	h	p	u	b	s	s	2	re	fsg	NA	NA
Felicia_filifolia	e	p	w	s	s	s	3	o	u	NA	NA
Felicia_fruticosa	e	p	w	s	s	s	2	o	u	NA	NA
Felicia_tenella	e	a	w	s	s	s	1	re	u	VAM	NA
Ferraria_sp1	b	p	u	u	us	s	1	u	u	NA	NA
Festuca_scabra	g	p	p	s	us	s	1	o	fsf,fsg	VAM	NA
Ficinia_acuminata	g	p	u	s	s	s	1	re	fsg	NA	NA
Ficinia_anceps	g	p	u	s	es	s	1	e	fsg	NA	NA
Ficinia_angustifolia	g	p	u	s	s	s	2	o	fsg	NA	NA
Ficinia_brevifolia	g	p	u	s	es	s	1	o	fsg	NA	NA
Ficinia_bulbosa	g	p	u	u	es	s	1	o	fsg	NA	NA
Ficinia_capilifolia	NA	NA	NA	NA	NA	NA	2	NA	fsg	NA	NA
Ficinia_capillifolia	g	p	u	s	s	s	2	re	fsg	NA	NA
Ficinia_capitella	g	p	u	u	es	s	1	o	fsg	NA	NA
Ficinia_deusta	g	p	u	s	es	s	1	o	fsg	NA	NA
Ficinia_dunensis	g	p	u	s	es	s	1	re	fsg	NA	NA
Ficinia_ecklonea	g	p	u	s	es	s	1	re	fsg	NA	NA
Ficinia_filiformis	g	p	u	s	s	s	2	re	fsg	NA	NA
Ficinia_gracilis	g	p	u	s	es	s	1	re	fsg	NA	NA
Ficinia_indica	g	p	u	u	es	s	1	o	fsg	NA	NA
Ficinia_lateralis	g	p	u	s	s	s	2	o	fsg	NA	NA
Ficinia_nigrescens	g	p	u	s	es	s	1	o	fsg	NA	NA
Ficinia_nodosa	g	p	u	s	es	s	1	o	fsg	NA	NA
Ficinia_oligantha	g	p	u	s	s	s	2	re	fsg	NA	NA
Ficinia_ramosissima	g	p	u	s	es	s	1	o	fsg	NA	NA
Ficinia_rigida	g	p	u	s	es	s	1	e	fsg	NA	NA
Ficinia_secunda	g	p	u	s	es	s	1	re	fsg	NA	NA
Ficinia_sp1	g	u	u	u	u	s	NA	u	fsg	NA	NA
Ficinia_sp4	g	u	u	u	u	s	NA	u	fsg	NA	NA
Ficinia_sp5	g	u	u	u	u	s	NA	u	fsg	NA	NA
Ficinia_stolonifera	g	p	u	s	us	s	1	o	fsg	NA	NA
