Plot	Date/Time	Genus	Species
10.1	25.11.14	Leucospermum	conocarpodendron_subsp_hirta
10.1	25.11.14	Protea	lepidocarpodendron
10.1	25.11.14	Cymbopogon	marginatus
10.1	25.11.14	Tricocephalus	stipularis
10.1	25.11.14	Searsia	rosmarinifolia
10.1	25.11.14	Thamnochortus	lucens
10.1	25.11.14	Willdenowia	teres
10.1	25.11.14	Leucadendron	salignum
10.1	25.11.14	Erica	cerinthoides
10.1	25.11.14	Erica	plukenetii
10.1	25.11.14	Metalasia	densa
10.1	25.11.14	Restio	capensis
10.1	25.11.14	Microdon	dubium
10.1	25.11.14	Wachendorfia	paniculata
10.1	25.11.14	Hypodiscus	willdenowia
10.1	25.11.14	Stoebe	cinerea
10.1	25.11.14	Itasina	filifolia
10.1	25.11.14	Tritoniopsis	antholyza
10.1	25.11.14	Cliffortia	filifolia
10.1	25.11.14	Caesia	contorta
10.1	25.11.14	Helichrysum	cymosum
10.1	25.11.14	Acacia	cyclops
10.1	25.11.14	Searsia	lucida
10.1	25.11.14	Muraltia	orbicularis
10.1	25.11.14	Cassytha	ciliolata
10.1	25.11.14	Elytropappus	scaber
10.1	25.11.14	Helichrysum	tinctum
10.1	25.11.14	Erica	baccans
10.1	25.11.14	Stipagrostis	zeyherii
10.1	25.11.14	Ficinia	nigrescens
10.2	25.11.14	Staavia	radiata
10.2	25.11.14	Geochloa	rufa
10.2	25.11.14	Pentameris	curvifolius
10.2	25.11.14	Pseudoselago	spuria
10.2	25.11.14	Anthospermum	aethiopicum
10.3	25.11.14	Rafnia	capensis
10.3	25.11.14	Struthiola	argenteus
10.4	25.11.14	Diosma	oppositifolia
10.4	25.11.14	Pseudopentameris	macrantha
10.5	25.11.14	Diospyros	glabra
10.5	25.11.14	Pentameris	aristidoides
10.5	25.11.14	Chrysiocoma	ciliata
1.1	04.12.14	Mastersiella	digitata
1.1	04.12.14	Watsonia	borbonica
1.1	04.12.14	Cliffortia	stricta
1.1	04.12.14	Leucadendron	laureolum
1.1	04.12.14	Clutia	polygaloides
1.1	04.12.14	Bobartia	gladiata
1.1	04.12.14	Passerina	corymbosa
1.1	04.12.14	Euphorbia	tuberosa
1.1	04.12.14	Protea	lepidocarpodendron
1.1	04.12.14	Leucospermum	conocarpodendron
1.1	04.12.14	Staavia	radiata
1.1	04.12.14	Willdenowia	teres
1.1	04.12.14	Tetraria	bromoides
1.1	04.12.14	Erica	similis
1.1	04.12.14	Erica	abietina
1.1	04.12.14	Erica	cerinthoides
1.1	04.12.14	Elytropappus	scaber
1.1	04.12.14	Lichtenstienia	lacera
1.1	04.12.14	Diosma	oppositifolia
1.1	04.12.14	Oxalis	sp
1.1	04.12.14	Tetraria	compar
1.1	04.12.14	Tricocephalus	stipularis
1.1	04.12.14	Geochloa	rufa
1.1	04.12.14	Lanaria	lanata
1.1	04.12.14	Myrsine	africana
1.1	04.12.14	Lobelia	pinifolia
1.1	04.12.14	Hypodiscus	willdenowia
1.1	04.12.14	Tetraria	exilis
1.1	04.12.14	Pseudopentameris	hastifolius
1.1	04.12.14	Tetraria	fimbriolata
1.1	04.12.14	Ficinia	oligantha
1.1	04.12.14	Searsia	tomentosa
1.1	04.12.14	Gnidia	juniperifolia
1.1	04.12.14	Asparagus	rubicundus
1.1	04.12.14	Phylica	imberbis
1.1	04.12.14	Lobelia	coronopifolia
1.1	04.12.14	Tribolium	uniolae
1.1	04.12.14	Restio	cincinnatus
1.1	04.12.14	Cliffortia	filifolia
1.1	04.12.14	Restio	capensis
1.1	04.12.14	Gnidia	pinifolia
1.2	04.12.14	Searsia	lucida
1.2	04.12.14	Wachendorfia	paniculata
1.2	04.12.14	Olea	capensis
1.2	04.12.14	Elegia	racemosa
1.2	04.12.14	Maytenus	oleoides
1.2	04.12.14	Tetraria	cuspidata
1.2	04.12.14	Colpoon	compressum
1.2	04.12.14	Hypodiscus	aristatus
1.2	04.12.14	Tetraria	fimbriolata
1.2	04.12.14	Restio	filiformis
1.3	04.12.14	Erica	hispidula
1.3	04.12.14	Leucadendron	salignum
1.3	04.12.14	Tritoniopsis	triticea
1.3	04.12.14	Erica	plukenetii
1.3	04.12.14	Erica	tristis
1.3	04.12.14	Peucedanum	strictum
1.3	04.12.14	Ehrharta	longifolia
1.4	04.12.14	Osteospermum	ciliatum
1.4	04.12.14	Agathosma	imbricata
1.4	04.12.14	Pentameris	curvifolius
1.4	04.12.14	Erica	muscosa
1.4	04.12.14	Dilatris	pillansii
1.5	04.12.14	Bolusafra	bituminosa
1.5	04.12.14	Muraltia	sp_lime_green_(4935)
1.5	04.12.14	Ficinia	ecklonea
1.6	05.12.14	Roella	ciliata
1.6	05.12.14	Metalasia	densa
1.6	05.12.14	Adenandra	villosa_subsp_villosa
18.1	02.12.14	Ficinia	ramosissima
18.1	02.12.14	Passerina	paleacea
18.1	02.12.14	Senecio	hastifolius
18.1	02.12.14	Indigofera	brachystachya
18.1	02.12.14	Restio	eleocharis
18.1	02.12.14	Senecio	elegans
18.1	02.12.14	Phylica	ericoides
18.1	02.12.14	Trichogyne	repens
18.1	02.12.14	Brunsvigia	orientalis
18.1	02.12.14	Helichrysum	niveum
18.1	02.12.14	Pelargonium	betulinum
18.1	02.12.14	Ficinia	dunensis
18.1	02.12.14	Jordaaniella	dubia
18.1	02.12.14	Cinerea	geifolia
18.1	02.12.14	Metalasia	muricata
18.1	02.12.14	Salvia	africana.lutea
18.1	02.12.14	Ehrharta	ramosa
18.1	02.12.14	Pentameris	calcicola
18.1	02.12.14	Othonna	coronopifolia
18.1	02.12.14	Silene	aethiopica
18.1	02.12.14	Helichrysum	pandurifolium
18.1	02.12.14	Lyperia	tristis
18.1	02.12.14	Crassula	capensis
18.1	02.12.14	Hebenstreita	repens
18.1	02.12.14	Thesium	aggregatum
18.1	02.12.14	Wahlenbergia	tenella
18.1	02.12.14	Gladiolus	sp
18.1	02.12.14	Carpobrotus	acinaciformis
18.1	02.12.14	Cassytha	ciliolata
18.1	02.12.14	Osteospermum	monoliferum
18.1	02.12.14	Limonium	scabrum
18.1	02.12.14	Euclea	racemosa
18.1	02.12.14	Koeleria	capensis
18.1	02.12.14	Tetragonia	fruticosa
18.1	02.12.14	Tribolium	hispidum
18.1	02.12.14	Pentameris	barbata
18.1	02.12.14	Cynanchum	obtusifolium
18.1	02.12.14	Ehrharta	calycina
18.2	02.12.14	Acacia	cyclops
18.2	02.12.14	Othonna	filicaulis
18.2	02.12.14	Crassula	capensis
18.2	02.12.14	Albuca	flaccida
18.2	02.12.14	Cassine	maritima
18.2	02.12.14	Astephanus	triflorus
18.2	02.12.14	Helichrysum	crispum
18.3	02.12.14	Colpoon	compressum
18.3	02.12.14	Pterocelastrus	tricuspidatus
18.3	02.12.14	Silene	undulata_subsp_undulata
18.4	02.12.14	Hellmuthia	membranacea
18.4	02.12.14	Gazania	pectinata
2.1	21.11.14	Mimetes	fimbrifolius
2.1	21.11.14	Lobelia	pinifolia
2.1	21.11.14	Erica	similis
2.1	21.11.14	Cliffortia	atrata
2.1	21.11.14	Metalasia	cephalotes
2.1	21.11.14	Restio	cincinnatus
2.1	21.11.14	Tritoniopsis	triticea
2.1	21.11.14	Pelargonium	cucullatum
2.1	21.11.14	Moraea	tripetala
2.1	21.11.14	Tetraria	eximia
2.1	21.11.14	Ehrharta	ramosa
2.1	21.11.14	Willdenowia	teres
2.1	21.11.14	Myrsine	africana
2.1	21.11.14	Elytropappus	scaber
2.1	21.11.14	Lanaria	lanata
2.1	21.11.14	Restio	capensis
2.1	21.11.14	Bolusafra	bituminosa
2.1	21.11.14	Agathosma	imbricara
2.1	21.11.14	Erica	glabella_subsp_glabella
2.2	21.11.14	Corymbium	glabrum
2.2	21.11.14	Syncarpha	speciosissima_(dead_finished)
2.2	21.11.14	Thamnochortus	gracilis
2.2	21.11.14	Psoralea	pinnata
2.2	21.11.14	Pseudopentameris	macrantha
2.2	21.11.14	Tetraria	thermalis
2.2	21.11.14	Hypodiscus	aristatus
2.2	21.11.14	Oftia	africana
2.2	21.11.14	Ampithalea	ericifolia
2.2	21.11.14	Orchid	sp
2.2	21.11.14	Tetraria	eximia
2.2	21.11.14	Tetraria	cuspidata
2.3	21.11.14	Tetraria	compar
2.3	21.11.14	Ficinia	oligantha
2.4	21.11.14	Hermas	villosa
2.4	21.11.14	Morella	humilis
2.4	21.11.14	Asparagus	rubicundus
2.4	21.11.14	Diosma	oppositifolia
2.5	21.11.14	Phylica	imberbis
2.5	21.11.14	Tetraria	ustulata
22.1	10.02.15	Pteridium	aquilinum
22.1	10.02.15	Berzelia	lanuginosa
22.1	10.02.15	Erica	hirtiflora
22.1	10.02.15	Restio	tetragonus
22.1	10.02.15	Epischoenus	villosus
22.1	10.02.15	Carex	aethiopica
22.1	10.02.15	Ficinia	brevifolius
22.2	10.02.15	Miscanthus	capensis
22.2	10.02.15	Pentameris	ampla
22.2	10.02.15	Pennesitum	macrourum
22.3	10.02.15	Passerina	corymbosa
22.3	10.02.15	Erica	multumbilifera
22.3	10.02.15	Psoralea	pinnata
22.3	10.02.15	Metalasia	densa
22.3	10.02.15	Imperata	cylindrica
22.5	11.02.15	Leucadendron	laureolum
22.6	11.02.15	Ficinia	angustifolia
22.6	11.02.15	Cyperus	thunbergii
22.6	11.02.15	Platycaulos	compressus
22.6	11.02.15	Searsia	lucida
23.1	14.01.15	Searsia	lucida
23.1	14.01.15	Leucadendron	laureolum
23.1	14.01.15	Mimetes	fimbrifolius
23.1	14.01.15	Cullumia	setosa
23.1	14.01.15	Cassytha	ciliolata
23.1	14.01.15	Stoebe	cinerea
23.1	14.01.15	Restio	cincinnatus
23.1	14.01.15	Leucospermum	conocarpodendron
23.1	14.01.15	Pseudopentameris	macrantha
23.1	14.01.15	Elytropappus	scaber
23.1	14.01.15	Erica	abietina_subsp_atrorosea
23.1	14.01.15	Anthospermum	aethiopicum
23.1	14.01.15	Pelargonium	cucullatum
23.1	14.01.15	Cassine	peragua
23.1	14.01.15	Maytenus	oleoides
23.1	14.01.15	Erica	similis
23.1	14.01.15	Crassula	fasicularis
23.1	14.01.15	Anaxeton	laeve
23.1	14.01.15	Elegia	racemosa
23.1	14.01.15	Capelio	tabulare
23.1	14.01.15	Clutia	alaternoides
23.1	14.01.15	Acacia	saligna
23.1	14.01.15	Erica	nudiflora
23.1	14.01.15	Diospyros	glabra
23.1	14.01.15	Thesium	strictum
23.1	14.01.15	Ficinia	filiformis
23.1	14.01.15	Elegia	stipularis
23.1	14.01.15	Willdenowia	teres
23.1	14.01.15	Phylica	imberbis
23.2	15.01.15	Olea	capensis
23.2	15.01.15	Bolusafra	bitominosa
23.2	15.01.15	Erica	subcapitata
23.2	15.01.15	Aspalathus	capensis
23.2	15.01.15	Selago	polystachya
23.2	15.01.15	Erica	muscosa
23.2	15.01.15	Hypodiscus	aristatus
23.2	15.01.15	Microdon	dubium
23.3	15.01.15	Syncarpha	speciosissima
23.3	15.01.15	Thamnochortus	gracilis
23.3	15.01.15	Erica	plukenetii
23.3	15.01.15	Thesium	virgatum
23.3	15.01.15	Penaea	mucronata
23.3	15.01.15	Edmondia	sesamoides
23.4	15.01.15	Leucadendron	salignum
23.4	15.01.15	Restio	capensis
23.4	15.01.15	Thamnochortus	fruticosus
23.4	15.01.15	Erica	corifolia
23.4	15.01.15	Tetraria	eximia
23.4	15.01.15	Tritoniopsis	triticea
23.5	15.01.15	Metalasia	compacta
23.6	15.01.15	Metalasia	densa
24.1	02.02.15	Osteospermum	monoliferum
24.1	02.02.15	Metalasia	muricata
24.1	02.02.15	Lobostemon	montanus
24.1	02.02.15	Cassine	peragua
24.1	02.02.15	Searsia	lucida
24.1	02.02.15	Searsia	laevigata
24.1	02.02.15	Olea	capensis
24.1	02.02.15	Phylica	ericoides
24.1	02.02.15	Phylica	imberbis
24.1	02.02.15	Ficinia	anceps
24.1	02.02.15	Pentameris	barbata
24.1	02.02.15	Linum	africanum
24.1	02.02.15	Chironia	baccifera
24.1	02.02.15	Passerina	corymbosa
24.1	02.02.15	Metalasia	densa
24.1	02.02.15	Pelargonium	capitatum
24.1	02.02.15	Drosanthemum	hispidum
24.1	02.02.15	Othonna	quinquidenta
24.1	02.02.15	Aspalathus	ericifolia
24.1	02.02.15	Euclea	racemosa
24.1	02.02.15	Helichrysum	dasyanthum
24.1	02.02.15	Tetragonia	fruticosa
24.1	02.02.15	Polygala	myrtifolia
24.1	02.02.15	Cullumia	setosa
24.1	02.02.15	Anaxeton	laeve
24.1	02.02.15	Helichrysum	litorale
24.2	02.02.15	Struthiola	ciliata
24.2	02.02.15	Colpoon	compressum
24.2	02.02.15	Erica	abietina_subsp_atrorosea
24.2	02.02.15	Erica	plukenetii
24.2	02.02.15	Restio	capensis
24.2	02.02.15	Tarchonanthus	littoralis
24.2	02.02.15	Carpobrotus	edulis
24.2	02.02.15	Asparagus	lignosus
24.2	02.02.15	Anthospermum	aethiopicum
24.2	02.02.15	Hellmuthia	membranacea
24.3	03.02.15	Helichrysum	indicum
24.3	03.02.15	Macrostylis	villosa
24.3	03.02.15	Ehrharta	calycina
24.3	03.02.15	Euryops	abrotanifolius
24.3	03.02.15	Lampranthus	emarginatus
24.3	03.02.15	Senecio	elegans
24.4	03.02.15	Wahlenbergia	parvifolia
24.4	03.02.15	Tribolium	hispidum
24.4	03.02.15	Arctotheca	calendula
24.4	03.02.15	Colchicum	eucomoides
24.5	03.02.15	Pterocelastrus	tricuspidatus
24.6	03.02.15	Podalyria	sericea
24.6	03.02.15	Lobelia	comosa
24.6	03.02.15	Aspalathus	chenpoda
25.1	03.02.15	Euryops	abrotanifolius
25.1	03.02.15	Passerina	corymbosa
25.1	03.02.15	Thesium	strictum
25.1	03.02.15	Bolusafra	bituminosa
25.1	03.02.15	Elytropappus	scaber
25.1	03.02.15	Olea	capensis
25.1	03.02.15	Cliffortia	atrata
25.1	03.02.15	Restio	capensis
25.1	03.02.15	Helichrysum	indicum
25.1	03.02.15	Cymbopogon	marginatus
25.1	03.02.15	Ehrharta	calycina
25.1	03.02.15	Trichocephalus	stipularis
25.1	03.02.15	Helichrysum	litorale
25.1	03.02.15	Ficinia	anceps
25.1	03.02.15	Ficinia	deusta
25.1	03.02.15	Tetraria	sylvatica
25.1	03.02.15	Lampranthus	emarginatus
25.1	03.02.15	Euphorbia	erythrina
25.1	03.02.15	Struthiola	ciliata
25.1	03.02.15	Hibiscus	aethiopicus
25.1	03.02.15	Stipagrostis	zeyheri
25.1	03.02.15	Montinia	caryophyllacea
25.1	03.02.15	Hermannia	flammea
25.1	03.02.15	Hermannia	rudis
25.1	03.02.15	Tribolium	uniolae
25.1	03.02.15	Lobelia	comosa
25.1	03.02.15	Ficinia	nigrescens
25.1	03.02.15	Aizoon	sarmentosum
25.1	03.02.15	Caesia	contorta
25.1	03.02.15	Zygophyllum	fulvum
25.2	03.02.15	Tarchonanthus	littoralis
25.2	03.02.15	Colpoon	compressum
25.2	03.02.15	Osteospermum	monoliferum
25.2	03.02.15	Stachys	aethiopica
25.2	03.02.15	Acacia	saligna
25.2	03.02.15	Anthospermum	aethiopicum
25.2	03.02.15	Aspalathus	ericifolia
25.2	03.02.15	Themeda	triandra
25.2	03.02.15	Bobartia	indica
25.3	03.02.15	Pseudopentameris	macrantha
25.3	03.02.15	Tarchonanthus	littoralis
25.4	03.02.15	Lampranthus	emarginatus
25.5	03.02.15	Syncarpha	gnaphaloides
25.5	03.02.15	Protea	lepidocarpodendron
25.5	03.02.15	Searsia	lucida
25.5	03.02.15	Helichrysum	cymosum
25.5	03.02.15	Pseudoselago	spuria
25.5	03.02.15	Pelargonium	sp
25.6	03.02.15	Polygala	garcinii
25.6	03.02.15	Thamnochortus	lucens
2.6	21.11.14	Syncarpha	vestita
2.6	21.11.14	Chironia	baccifera
28.1	27.11.14	Osteospermum	monoliferum
28.1	27.11.14	Passerina	corymbosa
28.1	27.11.14	Searsia	lucida
28.1	27.11.14	Metalasia	densa
28.1	27.11.14	Thamnochortus	lucens
28.1	27.11.14	Restio	capensis
28.1	27.11.14	Ehrharta	ramosa
28.1	27.11.14	Elytropappus	scaber
28.1	27.11.14	Ficinia	nigrescens
28.1	27.11.14	Tenaxia	stricta
28.1	27.11.14	Chrysocoma	coma.aurea
28.1	27.11.14	Watsonia	borbonica
28.1	27.11.14	Pentameris	airoides
28.1	27.11.14	Briza	maxima
28.1	27.11.14	Erica	similis
28.1	27.11.14	Muraltia	heisteria
28.1	27.11.14	Aspalathus	ericifolia
28.1	27.11.14	Searsia	tomentosa
28.1	27.11.14	Senecio	rigidus
28.1	27.11.14	Tritoniopsis	triticea
28.1	27.11.14	Moss	
28.1	27.11.14	Thesium	strictum
28.1	27.11.14	Montinia	caryophyllacea
28.1	27.11.14	Anthospermum	aethiopicum
28.1	27.11.14	Wachendorfia	paniculata
28.1	27.11.14	Lampranthus	sp_(4923)
28.1	27.11.14	Pellaea	calomelanos
28.1	27.11.14	Erica	muscosa
28.1	27.11.14	Macrostylis	villosa
28.1	27.11.14	Lichtensteinia	lacera
28.1	27.11.14	Thamnochortus	fruticosus
28.1	27.11.14	Cymbopogon	marginatus
28.1	27.11.14	Crassula	glomerata
28.1	27.11.14	Leptospermum	laevigatum
28.1	27.11.14	Colpoon	compressum
28.1	27.11.14	Briza	minor
28.1	27.11.14	Acacia	saligna
28.1	27.11.14	Albuca	flaccida
28.2	27.11.14	Disa	bracteata
28.2	27.11.14	Pseudopentameris	macrantha
28.2	27.11.14	Lampranthus	sp_(4924)
28.2	27.11.14	Tribolium	uniolae
28.2	27.11.14	Senecio	elegans
28.2	27.11.14	Cullumia	setosa
28.2	27.11.14	Helichrysum	indicum
28.2	27.11.14	Phylica	imberbis
28.2	27.11.14	Protea	nitida
28.2	27.11.14	Diosma	hirsuta
28.2	27.11.14	Willdenowia	teres
28.2	27.11.14	Cliffortia	filifolia
28.2	27.11.14	Searsia	rosmarinifolia
28.2	27.11.14	Ehrharta	calycina
28.3	27.11.14	Restio	gaudichaudianus
28.3	27.11.14	Diosma	oppositifolia
28.3	27.11.14	Cliffortia	polygonifolia
28.3	27.11.14	Holothrix	villosa
28.4	27.11.14	Stoebe	cinerea
28.4	27.11.14	Maytenus	oleoides
28.4	27.11.14	Oxalis	sp
28.4	27.11.14	Diospyros	glabra
28.4	27.11.14	Erica	hispidula
28.5	27.11.14	Erica	plukenetii
28.5	27.11.14	Cliffortia	falcata
28.5	27.11.14	Bolusafra	bituminosa
28.5	27.11.14	Aspalathus	chenpoda
28.5	27.11.14	Cliffortia	atrata
28.6	27.11.14	Conyza	scabrida
29.1	02.03.15	Sideroxlon	inerme
29.1	02.03.15	Helichrysum	crispum
29.1	02.03.15	Searsia	glauca
29.1	02.03.15	Salvia	africana.lutea
29.1	02.03.15	Euclea	racemosa
29.1	02.03.15	Osteospermum	monoliferum
29.1	02.03.15	Tarchonanthus	littoralis
29.1	02.03.15	Pelargonium	capitatum
29.1	02.03.15	Kedrostis	nana
29.1	02.03.15	Pentameris	barbata
29.1	02.03.15	Helichrysum	dasyanthum
29.1	02.03.15	Helichrysum	patulum
29.1	02.03.15	Tetragonia	fruticosa
29.1	02.03.15	Lagurus	ovatus
29.1	02.03.15	Briza	maxima
29.1	02.03.15	Senecio	elegans
29.2	02.03.15	Aspalathus	chenpoda
29.2	02.03.15	Polygala	myrtifolia
29.2	02.03.15	Podalyria	sericea
29.2	02.03.15	Cissampelos	capensis
29.2	02.03.15	Myrsine	africana
29.2	02.03.15	Dipogon	lignosus
29.2	02.03.15	Cussonia	thyrsiflora
29.3	02.03.15	Lycium	afrum
29.3	02.03.15	Searsia	tomentosa
29.3	02.03.15	Olea	exasperata
29.4	02.03.15	Anisodontea	scabrosa
30.1	19.11.14	Tribolium	hispidum
30.1	19.11.14	Edmondia	sesamoides
30.1	19.11.14	Albuca	cooperii
30.1	19.11.14	Diosma	oppositifolia
30.1	19.11.14	Roella	amplexicaulis
30.1	19.11.14	Leucadendron	laureolum
30.1	19.11.14	Serruria	villosa
30.1	19.11.14	Elegia	stipularis
30.1	19.11.14	Lichtensteinia	lacera
30.1	19.11.14	Elytropappus	scaber
30.1	19.11.14	Olea	capensis
30.1	19.11.14	Cullumia	setosa
30.1	19.11.14	Searsia	lucida
30.1	19.11.14	Microdon	dubium
30.1	19.11.14	Agathosma	ciliaris
30.1	19.11.14	Erica	similis
30.1	19.11.14	Aristea	dichotoma
30.1	19.11.14	Erica	subcapitata
30.1	19.11.14	Amphithalea	ericifolia
30.1	19.11.14	Erica	carifolia
30.1	19.11.14	Liparia	parva
30.1	19.11.14	Restio	cincinnatus
30.1	19.11.14	Aspalathus	capensis
30.1	19.11.14	Anthospermum	aethiopicum
